Rank,ASN,AS Name,CC,Users (est.),% of country,% of Internet,Samples
318,AS37440,Airtel-,MW,2036854,58.02,0.048,86952
319,AS27651,ENTEL CHILE S.A.,CL,2028758,12.32,0.048,118423
320,AS134775,CHINANET-GUANGDONG-ZHUSANJIAO-MAN CHINANET Guangdong province Zhusanjiao MAN network,CN,2008404,0.24,0.048,16165
321,AS9038,BAT-AS9038,JO,2003928,26.43,0.048,1391011
322,AS45498,"SMART-AXIATA-KH SMART AXIATA Co., Ltd.",KH,1996030,27.83,0.047,313461
323,AS3292,TDC TDC AS,DK,1991676,35.19,0.047,74540
324,AS6871,PLUSNET UK Internet Service Provider,GB,1952835,2.99,0.046,206168
325,AS37447,ORANGE-RDC,CD,1947637,16.2,0.046,70765
326,AS36962,MTNZ-AS,ZM,1941382,30.95,0.046,243324
327,AS56041,CMNET-ZHEJIANG-AP China Mobile communications corporation,CN,1939573,0.23,0.046,15611
328,AS25106,MTSBY-AS,BY,1937499,25.2,0.046,1095645
329,AS134543,UNICOM-DONGGUAN-IDC China Unicom Guangdong IP network,CN,1934852,0.23,0.046,15573
330,AS264731,Corporacion Digitel C.A.,VE,1931470,9.7,0.046,203582
331,AS21497,UMC-AS,UA,1931331,6.76,0.046,207313
332,AS28118,ALTICE DOMINICANA S.A.,DO,1920665,24.27,0.046,567351
333,AS19108,SUDDENLINK-COMMUNICATIONS,US,1916874,0.77,0.046,337146
334,AS37076,EMTS-NIGERIA-AS,NG,1906238,2.97,0.045,255772
335,AS9009,M247,DE,1892746,2.68,0.045,79422
336,AS132165,CONNECT-AS-AP Connect Communications,PK,1890283,5.19,0.045,776668
337,AS23860,ALLIANCE-GATEWAY-AS-AP Alliance Broadband Services Pvt. Ltd.,IN,1886872,0.31,0.045,232640
338,AS17506,UCOM ARTERIA Networks Corporation,JP,1874719,1.66,0.045,48608
339,AS136198,CHINANET-GUANGDONG-YUEXI-MAN CHINANET Guangdong province Yuexi MAN network,CN,1860181,0.22,0.044000000000000004,14972
340,AS12353,VODAFONE-PT Vodafone Portugal,PT,1856194,22.88,0.044000000000000004,692348
341,AS37168,CELL-C,ZA,1835949,5.11,0.044000000000000004,118127
342,AS28787,"BAKINTER-AS Bakinternet ISP, Azerbaijan",AZ,1833731,22.36,0.044000000000000004,167860
343,AS2519,VECTANT ARTERIA Networks Corporation,JP,1825622,1.62,0.043,47335
344,AS5378,Vodafone,GB,1817925,2.78,0.043,191925
345,AS41330,T2-NOVOSIBIRSK-AS Tele2 Russia Network,RU,1806211,1.51,0.043,57886
346,AS4771,SPARKNZ Spark New Zealand Trading Ltd.,NZ,1797689,39.62,0.043,165479
347,AS264668,NEDETEL S.A.,EC,1793539,15.62,0.043,258728
348,AS35228,O2BROADBAND,GB,1788893,2.74,0.043,188860
349,AS31163,MF-KAVKAZ-AS,RU,1786085,1.49,0.042,57241
350,AS8953,ASN-ORANGE-ROMANIA,RO,1782052,12.9,0.042,302377
351,AS131429,MOBIFONE-AS-VN MOBIFONE Corporation,VN,1756212,3.24,0.042,575327
352,AS29357,WATANIYATELECOM-AS,KW,1755789,32.93,0.042,474057
353,AS36890,MTNRW-ASN,RW,1751368,52.93,0.042,220297
354,AS719,"ELISA-AS Helsinki, Finland",FI,1737767,35.6,0.040999999999999995,191090
355,AS15802,DU-AS1,AE,1735577,17.46,0.040999999999999995,408031
356,AS16019,VODAFONE-CZ-AS,CZ,1734661,19.71,0.040999999999999995,113939
357,AS18209,BEAMTELE-AS-AP Atria Convergence Technologies pvt ltd,IN,1726677,0.29,0.040999999999999995,212889
358,AS3786,LGDACOM LG DACOM Corporation,KR,1719867,3.35,0.040999999999999995,255388
359,AS31213,MF-NWGSM-AS,RU,1717345,1.44,0.040999999999999995,55038
360,AS265540,"ALTAN REDES, S.A.P.I. de C. V.",MX,1714287,1.87,0.040999999999999995,205975
361,AS5610,O2-CZECH-REPUBLIC,CZ,1701136,19.33,0.04,111737
362,AS42298,GCC-MPLS-PEERING GCC MPLS peering,QA,1697586,59.53,0.04,493832
363,AS21334,ASN-VODAFONE-,HU,1684213,22.41,0.04,210560
364,AS42961,GPRS-AS ZAIN,KW,1683366,31.57,0.04,454503
365,AS18126,"CTCX Chubu Telecommunications Company, Inc.",JP,1676093,1.49,0.04,43458
366,AS8376,Jordan Data Communications,JO,1674285,22.09,0.04,1162192
367,AS37069,MOBINIL,EG,1673758,3.12,0.04,561467
368,AS137687,"CHINATELECOM-HENAN-LUOYANG-IDC Luoyang, Henan Province, P.R.China.",CN,1670460,0.2,0.04,13445
369,AS47589,KTC3G,KW,1664533,31.22,0.04,449418
370,AS133696,FASTWAY-AS Fastway Transmission Private Limited,IN,1658515,0.28,0.039,204485
371,AS206026,IPNET_KAR-TEL,KZ,1646704,10.78,0.039,77683
372,AS206067,H3GUK,GB,1645808,2.52,0.039,173754
373,AS50010,NAWRAS-AS Sultanate of Oman,OM,1639005,36.94,0.039,472095
374,AS23243,COMCEL GUATEMALA S.A.,GT,1636171,17.29,0.039,127187
375,AS12400,PARTNER-AS,IL,1630783,21.99,0.039,229421
376,AS56042,CMNET-SHANXI-AP China Mobile communications corporation,CN,1630205,0.2,0.039,13121
377,AS6855,SK-TELEKOM Slovak Telekom T-Mobile CZ,SK,1629510,35.11,0.039,108445
378,AS17962,TOPWAY-NET ShenZhen Topway Video Communication Co. Ltd,CN,1611569,0.19,0.038,12971
379,AS63859,MYREPUBLIC-AS-ID PT. Eka Mas Republik,ID,1611172,1.35,0.038,284060
380,AS31042,SERBIA-BROADBAND-AS Serbia BroadBand-Srpske Kablovske mreze d.o.o.,RS,1608139,24.28,0.038,535815
381,AS45356,MOBITEL-LK Mobitel Pvt Ltd,LK,1593799,19.49,0.038,930180
382,AS21299,"KAR-TEL-AS Almaty, Republic of Kazakhstan",KZ,1593646,10.43,0.038,75180
383,AS140308,CHINATELECOM-GUANGDONG-ZHUHAI-5G-NETWORK CHINATELECOM Guangdong province Zhuhai 5G network,CN,1580259,0.19,0.038,12719
384,AS24186,RAILTEL-AS-IN RailTel Corporation of India Ltd,IN,1580198,0.26,0.038,194829
385,AS7029,WINDSTREAM,US,1577177,0.63,0.038,277399
386,AS24139,WASUHZ Huashu media&Network Limited,CN,1575538,0.19,0.037000000000000005,12681
387,AS12271,TWC-12271-NYC,US,1568773,0.63,0.037000000000000005,275921
388,AS37492,ORANGE-,TN,1544066,19.95,0.037000000000000005,297009
389,AS4760,HKTIMS-AP HKT Limited,HK,1517845,21.61,0.036000000000000004,548994
390,AS30036,MEDIACOM-ENTERPRISE-BUSINESS,US,1516636,0.61,0.036000000000000004,266751
391,AS37963,"CNNIC-ALIBABA-CN-NET-AP Hangzhou Alibaba Advertising Co.,Ltd.",CN,1514037,0.18,0.036000000000000004,12186
392,AS45543,SCTV-AS-VN SaiGon Tourist cable Televition Company,VN,1497042,2.76,0.036000000000000004,490424
393,AS52341,WOM S.A.,CL,1494119,9.08,0.036000000000000004,87215
394,AS8551,BEZEQ-INTERNATIONAL-AS Bezeqint Internet Backbone,IL,1481296,19.97,0.035,208391
395,AS39651,TELE2-FIXED-SWEDEN,SE,1477428,13.96,0.035,76884
396,AS133287,APSFL-AS Andhra Pradesh State FiberNet Limited,IN,1468254,0.24,0.035,181027
397,AS136199,CHINANET-GUANGDONG-YUEDONG-MAN CHINANET Guangdong province Yuedong MAN network,CN,1465209,0.18,0.035,11793
398,AS17451,BIZNET-AS-AP BIZNET NETWORKS,ID,1459878,1.22,0.035,257386
399,AS37693,TUNISIANA,TN,1452896,18.78,0.035,279472
400,AS4685,ASAHI-NET Asahi Net,JP,1447423,1.28,0.034,37529
401,AS20661,TURKMENTELECOM-AS,TM,1428991,85.45,0.034,141
402,AS27901,Pacifico Cable SPA.,CL,1417559,8.61,0.034,82746
403,AS2497,IIJ Internet Initiative Japan Inc.,JP,1412287,1.25,0.034,36618
404,AS6849,UKRTELNET,UA,1410640,4.94,0.034,151421
405,AS20845,DIGICABLE,HU,1407881,18.73,0.033,176013
406,AS16010,MAGTICOMAS Caucasus-Online,GE,1407700,50.46,0.033,264202
407,AS55577,BEAMTELE-AS-AP Atria Convergence Technologies pvt ltd,IN,1396029,0.23,0.033,172122
408,AS48190,T2-EKATERINBURG-AS Tele2 Russia Network,RU,1394239,1.17,0.033,44683
409,AS137226,"ACCTN-AS-AP ANGELES CITY CABLE TELEVISION NETWORK, INC.",PH,1383264,1.87,0.033,247061
410,AS37611,Afrihost,ZA,1380672,3.84,0.033,88834
411,AS138384,"RMNI-AS-AP Rakuten Mobile Network, Inc.",JP,1376149,1.22,0.033,35681
412,AS42772,A1-BY-AS,BY,1371893,17.84,0.033,775798
413,AS34058,LIFECELL-AS,UA,1367898,4.79,0.033,146833
414,AS2119,TELENOR-NEXTEL Telenor Norge AS,SE,1367703,12.93,0.033,71174
415,AS16086,DNA,FI,1366260,27.99,0.032,150238
416,AS64466,UMS-AS,UZ,1365736,6.55,0.032,34303
417,AS24157,VIBO-NET-AS Taiwan Star Telecom Corporation Limited.Former Vibo Telecom Inc.,TW,1340882,5.05,0.032,137201
418,AS48092,NSB-AS Tele2 Russia Network,RU,1340227,1.12,0.032,42952
419,AS37424,Spacetel,BJ,1338522,63.53,0.032,207811
420,AS37461,ORANGE-,GN,1337326,69.68,0.032,65266
421,AS14754,Telgua,NI,1331444,56.46,0.032,325587
422,AS3329,"HOL-GR Athens, Greece",GR,1329851,17.6,0.032,560310
423,AS6730,SUNRISE,CH,1329318,15.22,0.032,40789
424,AS9617,"ZAQ Jupiter Telecommunications Co., Ltd.",JP,1328594,1.18,0.032,34448
425,AS11830,Instituto Costarricense de Electricidad y Telecom.,CR,1324604,31.24,0.032,245916
426,AS27895,Nucleo S.A.,PY,1313912,24.93,0.031,116075
427,AS29355,KCELL-AS,KZ,1311843,8.59,0.031,61886
428,AS18809,Cable Onda,PA,1300440,46.37,0.031,254257
429,AS9009,M247,JP,1292572,1.15,0.031,33514
430,AS39832,NO-OPERA,ZA,1290326,3.59,0.031,83021
431,AS22884,TOTAL PLAY TELECOMUNICACIONES SA DE CV,MX,1287902,1.4,0.031,154744
432,AS9329,SLTINT-AS-AP Sri Lanka Telecom Internet,LK,1283158,15.69,0.031,748882
433,AS36907,TVCaboAngola,AO,1281861,23.72,0.03,40985
434,AS1680,NV-ASN CELLCOM ltd.,IL,1278690,17.24,0.03,179888
435,AS262186,TV AZTECA SUCURSAL COLOMBIA,CO,1272946,3.6,0.03,132725
436,AS8447,A1TELEKOM-AT A1 Telekom Austria AG,AT,1272669,15.2,0.03,37608
437,AS17670,MNCKABELMEDIACOM-ID PT. MNC Kabel Mediacom,ID,1248746,1.04,0.03,220162
438,AS14061,DIGITALOCEAN-ASN,GB,1247423,1.91,0.03,131695
439,AS16960,"Cablevision Red, S.A de C.V.",MX,1243284,1.35,0.03,149383
440,AS28884,MR-SIB-MTSAS MR Sibir,RU,1238006,1.04,0.028999999999999998,39676
441,AS25229,VOLIA-AS,UA,1236365,4.33,0.028999999999999998,132714
442,AS12978,DOGAN-ONLINE,TR,1234353,1.92,0.028999999999999998,167469
443,AS3216,SOVAM-AS,RU,1230549,1.03,0.028999999999999998,39437
444,AS37030,Airtel-Ghana,GH,1229889,8.92,0.028999999999999998,424721
445,AS202561,HIGHSPEED,TR,1228758,1.91,0.028999999999999998,166710
446,AS10010,TOKAI TOKAI Communications Corporation,JP,1228394,1.09,0.028999999999999998,31850
447,AS25255,H3G-AUSTRIA-AS TELE2 AUSTRIA,AT,1215208,14.51,0.028999999999999998,35910
448,AS8866,BTC-AS BULGARIA,BG,1211310,24.8,0.028999999999999998,426449
449,AS37294,TNM,MW,1199807,34.18,0.028999999999999998,51219
450,AS29314,"VECTRANET-AS Al. Zwyciestwa 253, 81-525 Gdynia, Poland",PL,1198504,3.81,0.028999999999999998,67323
451,AS205254,VALEEN,IQ,1185863,3.28,0.027999999999999997,205827
452,AS132525,CMNET-HEILONGJIANG-CN HeiLongJiang Mobile Communication Company Limited,CN,1185163,0.14,0.027999999999999997,9539
453,AS1759,TSF-IP-CORE Telia Finland Oyj,FI,1181944,24.21,0.027999999999999997,129970
454,AS53006,ALGAR TELECOM SA,BR,1180082,0.71,0.027999999999999997,59864
455,AS8697,JTC-AS8697 Jordan Telecom Group JTG,JO,1179846,15.56,0.027999999999999997,818981
456,AS37645,ZAP-Angola,AO,1179837,21.83,0.027999999999999997,37723
457,AS25543,FasoNet-AS,BF,1177989,27.92,0.027999999999999997,54744
458,AS63949,"LINODE-AP Linode, LLC",US,1171379,0.47,0.027999999999999997,206026
459,AS37037,ORANGEMG-AS,MG,1170405,24.92,0.027999999999999997,19046
460,AS44217,IQNETWORKS,IQ,1170013,3.24,0.027999999999999997,203076
461,AS8926,MOLDTELECOM-AS Moldtelecom Autonomous System,MD,1166708,34.32,0.027999999999999997,119935
462,AS37233,ORANGE-NIGER,NE,1166468,24.96,0.027999999999999997,18673
463,AS42610,NCNET-AS,RU,1161309,0.97,0.027999999999999997,37218
464,AS262210,VIETTEL PERU S.A.C.,PE,1159783,6.27,0.027999999999999997,136530
465,AS25135,VODAFONE_UK_ASN,GB,1159294,1.77,0.027999999999999997,122391
466,AS2514,"INFOSPHERE NTT PC Communications, Inc.",JP,1154729,1.02,0.027000000000000003,29940
467,AS15378,TELE2-RU-AS Tele2 Russia Network,RU,1150856,0.96,0.027000000000000003,36883
468,AS7438,"Pegaso PCS, S.A. de C.V.",MX,1146423,1.25,0.027000000000000003,137745
469,AS140726,UNICOM-HEFEI-MAN UNICOM AnHui province network,CN,1146399,0.14,0.027000000000000003,9227
470,AS131284,ETISALATAFG-AS-AP Etisalat Afghan,AF,1136428,20.84,0.027000000000000003,87639
471,AS135300,"MBTCL-AS-AP Myanmar Broadband Telecom Co., Ltd",MM,1133633,5.15,0.027000000000000003,203017
472,AS132471,MTNAFGHANISTAN-AS-AP MTNAFGHANISTAN,AF,1130891,20.73,0.027000000000000003,87212
473,AS49981,WORLDSTREAM,NL,1122231,6.82,0.027000000000000003,67069
474,AS4809,CHINATELECOM-CORE-WAN-CN2 China Telecom Next Generation Carrier Network,CN,1122171,0.14,0.027000000000000003,9032
475,AS30990,ADJIB-AS,DJ,1121503,99.98,0.027000000000000003,101422
476,AS21575,ENTEL PERU S.A.,PE,1117301,6.04,0.027000000000000003,131529
477,AS21826,Corporacion Telemic C.A.,VE,1102297,5.53,0.026000000000000002,116185
478,AS855,CANET-ASN-4,CA,1101716,3.02,0.026000000000000002,119472
479,AS12741,AS-NETIA Warszawa 02-822,PL,1092153,3.47,0.026000000000000002,61349
480,AS10474,OPTINET,ZA,1090251,3.04,0.026000000000000002,70148
481,AS9873,"TELECOM-LA-AS-AP Lao Telecom Communication, LTC",LA,1087125,45.56,0.026000000000000002,306576
482,AS57269,DIGISPAINTELECOM,ES,1083837,2.54,0.026000000000000002,47979
483,AS30689,FLOW-NET,JM,1083400,65.14,0.026000000000000002,1022649
484,AS9443,VOCUS-RETAIL-AU Vocus Retail,AU,1082151,4.83,0.026000000000000002,85668
485,AS133612,VODAFONE-AS-AP Vodafone Australia Pty Ltd,AU,1070479,4.78,0.025,84744
486,AS14754,Telgua,SV,1060584,45.61,0.025,783207
487,AS28006,CORPORACION NACIONAL DE TELECOMUNICACIONES - CNT EP,EC,1058995,9.23,0.025,152766
488,AS5391,T-HT Croatian Telecom Inc.,HR,1058289,41.89,0.025,760458
489,AS131267,UNITEL-LA PO box T511 Phonexay road - Xaysettha district,LA,1057366,44.31,0.025,298184
490,AS9930,"TTNET-MY TIME dotCom Berhad No. 14, Jalan Majistret U126 Hicom Glenmarie Industrial Park 40150 Shah Alam Selangor, Malaysia",MY,1057167,3.75,0.025,318894
491,AS17465,ASIANET Cable ISP in India,IN,1056580,0.18,0.025,130270
492,AS58322,HALASAT,IQ,1055280,2.92,0.025,183162
493,AS24086,VIETTEL-AS-VN Viettel Corporation,VN,1048006,1.93,0.025,343322
494,AS9269,HKBN-AS-AP Hong Kong Broadband Network Ltd.,HK,1044952,14.88,0.025,377952
495,AS31205,MF-SIB-AS,RU,1041521,0.87,0.025,33379
496,AS17665,IN2CABLE-AP AS Number of Indusind Media and communication Ltd.,IN,1036773,0.17,0.025,127828
497,AS9050,"RTD Bucharest, Romania",RO,1036692,7.51,0.025,175905
498,AS35753,ITC ITC AS number,SA,1030511,3.11,0.025,144310
499,AS9506,SINGTEL-FIBRE Singtel Fibre Broadband,SG,1024665,19.91,0.024,381753
500,AS6535,Telmex Servicios Empresariales S.A.,CL,1022919,6.21,0.024,59710
501,AS131178,KINGCORP-KH OpenNet ISP Cambodia,KH,1017121,14.18,0.024,159731
502,AS11845,Vox-Telecom,ZA,1012618,2.82,0.024,65153
503,AS12975,PALTEL-AS PALTEL Autonomous System,PS,1000071,26.82,0.024,341888
504,AS37649,Tigo,SN,992345,15.8,0.024,104586
505,AS24955,UBN-AS,RU,989101,0.83,0.024,31699
506,AS47377,ORANGE_BELGIUM_SA New company name is Orange Belgium SA,BE,989019,9.46,0.024,38633
507,AS9009,M247,GB,981788,1.5,0.023,103651
508,AS6830,"LIBERTYGLOBAL Liberty Global formerly UPC Broadband Holding, aka AORTA",CH,977019,11.19,0.023,29979
509,AS7992,COGECOWAVE,CA,969765,2.66,0.023,105163
510,AS12083,WOW-INTERNET,US,965833,0.39,0.023,169874
511,AS28210,SUMICITY TELECOMUNICACOES S.A.,BR,958196,0.58,0.023,48608
512,AS8764,TELIA-LIETUVA,LT,957003,41.9,0.023,117156
513,AS140312,CHINATELECOM-GUANGDONG-ZHANJIANG-5G-NETWORK CHINATELECOM Guangdong province Zhanjiang 5G network,CN,955933,0.12,0.023,7694
514,AS11492,CABLEONE,US,951284,0.38,0.023,167315
515,AS21271,SOTELMABGP,ML,947656,30.43,0.023,40448
516,AS327738,AFRICELL-DRC,CD,946667,7.88,0.023,34396
517,AS28545,Cablemas Telecomunicaciones SA de CV,MX,945619,1.03,0.023,113618
518,AS56167,PTML-PK Plot No 181-186 Street,PK,939005,2.58,0.022000000000000002,385813
519,AS2510,INFOWEB FUJITSU LIMITED,JP,934852,0.83,0.022000000000000002,24239
520,AS42437,T2-ROSTOV-AS Tele2 Russia Network,RU,934527,0.78,0.022000000000000002,29950
521,AS11315,Telefonica Moviles Argentina S.A. Movistar Argentina,AR,933167,2.45,0.022000000000000002,122080
522,AS18229,CTRLS-AS-IN CtrlS Datacenters Ltd.,IN,925373,0.15,0.022000000000000002,114093
523,AS13036,TMOBILE-,CZ,924643,10.51,0.022000000000000002,60734
524,AS23752,"NPTELECOM-NP-AS Nepal Telecommunications Corporation, Internet Services",NP,923791,12.64,0.022000000000000002,519787
525,AS52262,Telefonica Celular S.A,HN,918370,25.39,0.022000000000000002,580515
526,AS27738,Ecuadortelecom S.A.,EC,916665,7.99,0.022000000000000002,132234
527,AS45769,DVOIS-IN D-Vois Broadband Pvt Ltd,IN,915064,0.15,0.022000000000000002,112822
528,AS8228,CEGETEL-AS,FR,915020,1.69,0.022000000000000002,48478
529,AS28840,TATTELECOM-AS,RU,913870,0.76,0.022000000000000002,29288
530,AS12338,EUSKALTEL,ES,909240,2.13,0.022000000000000002,40250
531,AS138754,KVBPL-AS-IN Kerala Vision Broad Band Private Limited,IN,907327,0.15,0.022000000000000002,111868
532,AS9500,VODAFONE-TRANSIT-AS Vodafone NZ Ltd.,NZ,907171,20.0,0.022000000000000002,83506
533,AS37463,MTN-CONGO,CD,906484,7.54,0.022000000000000002,32936
534,AS12392,ASBRUTELE VOO,BE,905741,8.66,0.022000000000000002,35380
535,AS7679,"QTNET QTnet,Inc.",JP,905425,0.8,0.022000000000000002,23476
536,AS17976,CAMGSM-CELLCARD-AS-AP CAMGSM Company Ltd,KH,901362,12.57,0.021,141552
537,AS42003,OGERONET OGERO Telecom,LB,899067,15.98,0.021,469367
538,AS25472,WIND-AS,GR,889909,11.77,0.021,374948
539,AS12714,"TI-AS Moscow, Russia",RU,887972,0.74,0.021,28458
540,AS12849,HOTNET-IL AMS-IX Admin LAN,IL,883876,11.92,0.021,124345
541,AS36930,Zantel-AS,TZ,876350,6.66,0.021,106430
542,AS31224,MF-UGSM-AS,RU,870810,0.73,0.021,27908
543,AS16509,AMAZON-02,JP,868207,0.77,0.021,22511
544,AS327756,AIRTEL-,TD,868157,55.56,0.021,19272
545,AS38742,AWCC-AS-AP AWCC,AF,867904,15.91,0.021,66931
546,AS134810,CMNET-JILIN-AS-AP China Mobile Group JiLin communications corporation,CN,865359,0.1,0.021,6965
547,AS36994,Vodacom-VB,ZA,863787,2.41,0.021,55577
548,AS4721,"JCN Jupiter Telecommunications Co., Ltd.",JP,858642,0.76,0.02,22263
549,AS9924,"TFN-TW Taiwan Fixed Network, Telco and Network Service Provider.",TW,855617,3.22,0.02,87548
550,AS43197,TT-MOBILE-AS PJSC TT mobile,TJ,854324,35.81,0.02,24138
551,AS40676,AS40676,US,853861,0.34,0.02,150180
552,AS7497,CSTNET-AS-AP Computer Network Information Center,CN,849207,0.1,0.02,6835
553,AS58466,CT-GUANGZHOU-IDC CHINANET Guangdong province network,CN,846225,0.1,0.02,6811
554,AS25144,TELEKOM-SRPSKE-AS Kralja Petra I Karadjordjevica 61a,DE,845899,1.2,0.02,35495
555,AS56696,ASLIQUID-MPLS,ZW,845165,17.38,0.02,90764
556,AS14522,Satnet,EC,842990,7.34,0.02,121606
557,AS1241,FORTHNET-GR Forthnet,GR,841240,11.13,0.02,354442
558,AS30969,ZOL-AS,ZW,839755,17.27,0.02,90183
559,AS8369,"INTERSVYAZ-AS 38-B, Komsomolsky prospekt",RU,838890,0.7,0.02,26885
560,AS9009,M247,NL,838833,5.1,0.02,50132
561,AS136907,HWCLOUDS-AS-AP HUAWEI CLOUDS,CN,835168,0.1,0.02,6722
562,AS37164,ZAIN-,SL,828900,55.4,0.02,124768
563,AS140316,CHINATELECOM-GUANGDONG-CHAOZHOU-5G-NETWORK CHINATELECOM Guangdong province Chaozhou 5G network,CN,825849,0.1,0.02,6647
564,AS24691,"TOGOTEL-AS TogoTelecom, Togo",TG,824552,59.7,0.02,122000
565,AS45650,VIANET-NP Vianet Communications Pvt. Ltd.,NP,822628,11.26,0.02,462866
566,AS14868,COPEL Telecomunicacoes S.A.,BR,819142,0.49,0.02,41554
567,AS37594,MTN,SS,818964,69.39,0.019,3083
568,AS5416,Internet Service Provider,BH,816889,48.93,0.019,235032
569,AS15502,VODAFONE-IRELAND-ASN,IE,815827,19.4,0.019,156867
570,AS136969,KKNETWROK-AS-AP KK Networks Pvt Ltd.,PK,813081,2.23,0.019,334074
571,AS20473,AS-CHOOPA,JP,810740,0.72,0.019,21021
572,AS17747,SITINETWORS-IN-AP SITI NETWORKS LIMITED,IN,805716,0.13,0.019,99340
573,AS140313,CHINATELECOM-GUANGDONG-ZHAOQING-5G-NETWORK CHINATELECOM Guangdong province Zhaoqing 5G network,CN,805598,0.1,0.019,6484
574,AS6830,"LIBERTYGLOBAL Liberty Global formerly UPC Broadband Holding, aka AORTA",IE,805135,19.14,0.019,154811
575,AS131269,BEAMTELE-AS-AP ACTFIBERNET Pvt Ltd,IN,804613,0.13,0.019,99204
576,AS16735,ALGAR TELECOM SA,BR,803274,0.48,0.019,40749
577,AS44395,ORG-UL31-RIPE,AM,799516,33.55,0.019,68542
578,AS21021,MULTIMEDIA-AS Cable DTV Internet Voice Provider in Poland.,PL,797080,2.53,0.019,44774
579,AS16276,OVH,GB,796685,1.22,0.019,84109
580,AS11260,EASTLINK-HSI,CA,793633,2.18,0.019,86063
581,AS5466,EIRCOM Internet House,IE,792294,18.84,0.019,152342
582,AS27653,Alpha Communications Network,HT,791488,55.83,0.019,259382
583,AS29544,MAURITEL,MR,788722,64.2,0.019,347946
584,AS9929,CUII CHINA UNICOM Industrial Internet Backbone,CN,787458,0.09,0.019,6338
585,AS4007,"SUBISU-CABLENET-AS-AP Subisu Cablenet Pvt Ltd, Baluwatar, Kathmandu, Nepal",NP,783841,10.73,0.019,441042
586,AS6621,HNS-DIRECPC,US,781109,0.31,0.019,137384
587,AS135478,ASN-CBNBROADBAND PT. Cyberindo Aditama,ID,780657,0.65,0.019,137635
588,AS9416,MULTIMEDIA-AS-AP Hoshin Multimedia Center Inc.,TW,780374,2.94,0.019,79849
589,AS9146,BIHNET BIHNET Autonomus System,BA,780110,27.34,0.019,705031
590,AS1257,TELE2,SE,779971,7.37,0.019,40589
591,AS21003,GPTC-AS,LY,776785,45.81,0.018000000000000002,420808
592,AS15399,WANANCHI-,KE,775797,7.43,0.018000000000000002,346715
593,AS137689,"CHINATELECOM-IOT-JIANGSU-NETWORK IOT Jiangsu network, Chinatelecom, P.R.China.",CN,772549,0.09,0.018000000000000002,6218
594,AS328580,Oplay-Digital-Services,NG,766879,1.19,0.018000000000000002,102897
595,AS134762,CHINANET-LIAONING-DALIAN-MAN CHINANET Liaoning province Dalian MAN network,CN,764224,0.09,0.018000000000000002,6151
596,AS35725,COSMOROM,RO,762828,5.52,0.018000000000000002,129436
597,AS15962,OSK-DNI Slovakia,SK,761555,16.41,0.018000000000000002,50682
598,AS52468,UFINET PANAMA S.A.,CO,759576,2.15,0.018000000000000002,79198
599,AS25139,TVCABO-AS,MZ,759490,9.48,0.018000000000000002,21095
600,AS28554,Cablemas Telecomunicaciones SA de CV,MX,757732,0.83,0.018000000000000002,91043
601,AS15774,TTK-RTL Retail,RU,757700,0.63,0.018000000000000002,24283
602,AS11556,Cable & Wireless Panama,PA,755779,26.95,0.018000000000000002,147767
603,AS37154,ZAMTEL,ZM,755684,12.05,0.018000000000000002,94714
604,AS38819,HKCSL-AS-AP HKCSL GPRS NETWORK,HK,751598,10.7,0.018000000000000002,271848
605,AS28343,Unifique Telecomunicacoes SA,BR,749103,0.45,0.018000000000000002,38001
606,AS8767,MNET-AS Germany,DE,748118,1.06,0.018000000000000002,31392
607,AS57293,AG-TELECOM-KATV1,AZ,748109,9.12,0.018000000000000002,68482
608,AS52228,Cable Tica,CR,743297,17.53,0.018000000000000002,137995
609,AS45090,CNNIC-TENCENT-NET-AP Shenzhen Tencent Computer Systems Company Limited,CN,741364,0.09,0.018000000000000002,5967
610,AS6821,MT-AS-OWN bul. Orce Nikolov bb,MK,739623,42.78,0.018000000000000002,239654
611,AS35805,SILKNET-AS,GE,738488,26.47,0.018000000000000002,138602
612,AS63949,"LINODE-AP Linode, LLC",DE,734892,1.04,0.018000000000000002,30837
613,AS12793,A1-TELEKOM-AT A1 Telekom Austria AG,AT,731290,8.73,0.017,21610
614,AS17917,QTLTELECOM-AS-AP Quadrant Televentures Limited,IN,725485,0.12,0.017,89448
615,AS13188,TRIOLAN,UA,724599,2.54,0.017,77780
616,AS17754,EXCELL-AS Excellmedia,IN,724114,0.12,0.017,89279
617,AS55430,STARHUB-NGNBN Starhub Ltd,SG,723884,14.07,0.017,269693
618,AS14117,Telefonica del Sur S.A.,CL,723204,4.39,0.017,42215
